what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1362343709454
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1362343709586
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1362343709606
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1362343711217
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362343712754
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1362343713116
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1362343713122
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1362343713194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343717044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343777846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343780372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343799536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343802867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362343872536
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1362343938526
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1362343941420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362343945649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362343989160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362343992036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362343994126
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362343997360
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1362344006860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344008406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344092936
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1362344105532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344164316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344169092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362344179753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362344249864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362344259252
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362344266402
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1362344269188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344276702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344292845
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1362344297805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344306941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362344314900
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1362344314953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362344318446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362344319692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344324144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344325250
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362344327026
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1362344330154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344338993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344354749
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1362344363191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362344376074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362344382616
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362344386047
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1362344388273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344390151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362344404729
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1362344419619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344434284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344443715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344445046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344445374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344445624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344445827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344446893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344447044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362344447405
