what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057638677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057646883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057655893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057660751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057662667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057669442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057673859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361057676055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057686633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057709295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361057713768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361057745704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361057756116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361057766129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057767039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361057949542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361064601145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361065333240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1361065352401
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1361065352424
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1361065352547
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1361065353306
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1361065353453
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1361065353790
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1361065353843
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1361065353972
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1361065354043
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1361065354186
