what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358903891262
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358903896616
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358903899456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358903900048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358903903033
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358903914664
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904010946
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904014040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904014263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904017819
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904034438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904034697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904037270
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904046595
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358904051337
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904052980
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904058618
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904060776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904061029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904064215
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904089232
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904091927
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904094098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904094346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904097205
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904100943
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358904109569
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904111304
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904112889
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904115418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904115664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904118771
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904123030
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358904124471
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904131094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904138671
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904142210
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904144874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904145346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904148405
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1358904151433
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904151859
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904194429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904200243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904202407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904207965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904209675
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904222658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904223156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904225139
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358904242469
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904244714
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904254273
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904261378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904261643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904265602
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904270888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904273749
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904275649
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904278210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904278691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904281554
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358904285868
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904343473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904347376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358904352962
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358904356162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904356643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358904359919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358904400225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358904402573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358904404135
